vn;dtprel;dtreg;dtconf;dtini;dtfine;mp;prova;laboratorio;code
2938;11/01/2013;11/01/2013;11/01/2013;11/01/2013;11/01/2013;MP 06/001 rev. 5;Trichinella (suidi mac.industriale);Sezione di Bergamo - Laboratorio Diagnostica Generale;2938MP 06/001 rev. 5
2938;10/01/2013;11/01/2013;11/01/2013;11/01/2013;11/01/2013;MP 06/001 rev. 5;Trichinella (suidi mac.industriale);Sezione di Bergamo - Laboratorio Diagnostica Generale;2938MP 06/001 rev. 5
2938;11/01/2013;11/01/2013;11/01/2013;11/01/2013;11/01/2013;MP 06/001 rev. 5;Trichinella (suidi mac.industriale);Sezione di Bergamo - Laboratorio Diagnostica Generale;2938MP 06/001 rev. 5
2938;10/01/2013;11/01/2013;11/01/2013;11/01/2013;11/01/2013;MP 06/001 rev. 5;Trichinella (suidi mac.industriale);Sezione di Bergamo - Laboratorio Diagnostica Generale;2938MP 06/001 rev. 5
2938;14/01/2013;15/01/2013;15/01/2013;15/01/2013;15/01/2013;MP 06/001 rev. 5;Trichinella (suidi mac.industriale);Sezione di Bergamo - Laboratorio Diagnostica Generale;2938MP 06/001 rev. 5
2938;15/01/2013;15/01/2013;15/01/2013;15/01/2013;15/01/2013;MP 06/001 rev. 5;Trichinella (suidi mac.industriale);Sezione di Bergamo - Laboratorio Diagnostica Generale;2938MP 06/001 rev. 5
2938;14/01/2013;15/01/2013;15/01/2013;15/01/2013;15/01/2013;MP 06/001 rev. 5;Trichinella (suidi mac.industriale);Sezione di Bergamo - Laboratorio Diagnostica Generale;2938MP 06/001 rev. 5
2938;11/01/2013;15/01/2013;15/01/2013;15/01/2013;15/01/2013;MP 06/001 rev. 5;Trichinella (suidi mac.industriale);Sezione di Bergamo - Laboratorio Diagnostica Generale;2938MP 06/001 rev. 5
2938;15/01/2013;15/01/2013;15/01/2013;15/01/2013;15/01/2013;MP 06/001 rev. 5;Trichinella (suidi mac.industriale);Sezione di Bergamo - Laboratorio Diagnostica Generale;2938MP 06/001 rev. 5
2938;14/01/2013;15/01/2013;15/01/2013;15/01/2013;15/01/2013;MP 06/001 rev. 5;Trichinella (suidi mac.industriale);Sezione di Bergamo - Laboratorio Diagnostica Generale;2938MP 06/001 rev. 5
2938;14/01/2013;15/01/2013;15/01/2013;15/01/2013;15/01/2013;MP 06/001 rev. 5;Trichinella (suidi mac.industriale);Sezione di Bergamo - Laboratorio Diagnostica Generale;2938MP 06/001 rev. 5
2938;14/01/2013;15/01/2013;15/01/2013;15/01/2013;15/01/2013;MP 06/001 rev. 5;Trichinella (suidi mac.industriale);Sezione di Bergamo - Laboratorio Diagnostica Generale;2938MP 06/001 rev. 5
2938;11/01/2013;15/01/2013;15/01/2013;15/01/2013;15/01/2013;MP 06/001 rev. 5;Trichinella (suidi mac.industriale);Sezione di Bergamo - Laboratorio Diagnostica Generale;2938MP 06/001 rev. 5
2938;14/01/2013;15/01/2013;15/01/2013;15/01/2013;15/01/2013;MP 06/001 rev. 5;Trichinella (suidi mac.industriale);Sezione di Bergamo - Laboratorio Diagnostica Generale;2938MP 06/001 rev. 5
208;03/01/2013;04/01/2013;04/01/2013;07/01/2013;08/01/2013;MP 04/032 rev. 4;BHV1/Rinotracheite Infettiva Bovina:anticorpi verso gE del virus;Sezione di Bergamo - Laboratorio Sierologia;208MP 04/032 rev. 4
661;28/12/2012;04/01/2013;04/01/2013;07/01/2013;10/01/2013;MP 04/004 rev. 4;Leucosi Bovina Enzootica: anticorpi;Sezione di Bergamo - Laboratorio Sierologia;661MP 04/004 rev. 4
117;04/01/2013;07/01/2013;05/01/2013;07/01/2013;09/01/2013;MP 04/009 rev. 3;Anemia infettiva equina: anticorpi;Sezione di Bergamo - Laboratorio Sierologia;117MP 04/009 rev. 3
2629;07/01/2013;07/01/2013;07/01/2013;08/01/2013;08/01/2013;Non codificato;Esame anatomopatologico animali di taglia medio-piccola;Sezione di Bergamo - Laboratorio Diagnostica Generale;2629Non codificato
2628;07/01/2013;07/01/2013;07/01/2013;08/01/2013;08/01/2013;Non codificato;Esame anatomopatologico animali di taglia medio-grande;Sezione di Bergamo - Laboratorio Diagnostica Generale;2628Non codificato
1103;07/01/2013;07/01/2013;07/01/2013;07/01/2013;14/01/2013;MP 01/119 rev. 0;Esame batteriologico latte (ricerca Stafilococco coagulasi +);Sezione di Bergamo - Laboratorio Diagnostica Generale;1103MP 01/119 rev. 0
1611;07/01/2013;07/01/2013;07/01/2013;08/01/2013;10/01/2013;MP 01/067 rev. 0;Esame batteriologico latte (agar sangue);Sezione di Bergamo - Laboratorio Diagnostica Generale;1611MP 01/067 rev. 0
1611;08/01/2013;08/01/2013;08/01/2013;08/01/2013;12/01/2013;MP 01/067 rev. 0;Esame batteriologico latte (agar sangue);Sezione di Bergamo - Laboratorio Diagnostica Generale;1611MP 01/067 rev. 0
2628;08/01/2013;08/01/2013;08/01/2013;08/01/2013;08/01/2013;Non codificato;Esame anatomopatologico animali di taglia medio-grande;Sezione di Bergamo - Laboratorio Diagnostica Generale;2628Non codificato
1103;08/01/2013;08/01/2013;08/01/2013;08/01/2013;12/01/2013;MP 01/119 rev. 0;Esame batteriologico latte (ricerca Stafilococco coagulasi +);Sezione di Bergamo - Laboratorio Diagnostica Generale;1103MP 01/119 rev. 0
1889;08/01/2013;08/01/2013;08/01/2013;12/01/2013;12/01/2013;Non codificato;Pareri ed interpretazioni -non oggetto dell'accredit. ACCREDIA;Sezione di Bergamo - Laboratorio Diagnostica Generale;1889Non codificato
661;08/01/2013;09/01/2013;08/01/2013;09/01/2013;12/01/2013;MP 04/004 rev. 4;Leucosi Bovina Enzootica: anticorpi;Sezione di Bergamo - Laboratorio Sierologia;661MP 04/004 rev. 4
661;07/01/2013;09/01/2013;08/01/2013;09/01/2013;12/01/2013;MP 04/004 rev. 4;Leucosi Bovina Enzootica: anticorpi;Sezione di Bergamo - Laboratorio Sierologia;661MP 04/004 rev. 4
208;08/01/2013;09/01/2013;08/01/2013;09/01/2013;10/01/2013;MP 04/032 rev. 4;BHV1/Rinotracheite Infettiva Bovina:anticorpi verso gE del virus;Sezione di Bergamo - Laboratorio Sierologia;208MP 04/032 rev. 4
661;07/01/2013;09/01/2013;08/01/2013;09/01/2013;12/01/2013;MP 04/004 rev. 4;Leucosi Bovina Enzootica: anticorpi;Sezione di Bergamo - Laboratorio Sierologia;661MP 04/004 rev. 4
208;07/01/2013;09/01/2013;08/01/2013;09/01/2013;10/01/2013;MP 04/032 rev. 4;BHV1/Rinotracheite Infettiva Bovina:anticorpi verso gE del virus;Sezione di Bergamo - Laboratorio Sierologia;208MP 04/032 rev. 4
2629;08/01/2013;09/01/2013;09/01/2013;09/01/2013;09/01/2013;Non codificato;Esame anatomopatologico animali di taglia medio-piccola;Sezione di Bergamo - Laboratorio Diagnostica Generale;2629Non codificato
865;08/01/2013;09/01/2013;09/01/2013;10/01/2013;10/01/2013;Non codificato;Esame parassitologico;Sezione di Bergamo - Laboratorio Diagnostica Generale;865Non codificato
1611;08/01/2013;09/01/2013;08/01/2013;08/01/2013;12/01/2013;MP 01/067 rev. 0;Esame batteriologico latte (agar sangue);Sezione di Bergamo - Laboratorio Diagnostica Generale;1611MP 01/067 rev. 0
1611;08/01/2013;09/01/2013;08/01/2013;09/01/2013;14/01/2013;MP 01/067 rev. 0;Esame batteriologico latte (agar sangue);Sezione di Bergamo - Laboratorio Diagnostica Generale;1611MP 01/067 rev. 0
117;07/01/2013;09/01/2013;07/01/2013;09/01/2013;11/01/2013;MP 04/009 rev. 3;Anemia infettiva equina: anticorpi;Sezione di Bergamo - Laboratorio Sierologia;117MP 04/009 rev. 3
117;04/01/2013;09/01/2013;07/01/2013;09/01/2013;11/01/2013;MP 04/009 rev. 3;Anemia infettiva equina: anticorpi;Sezione di Bergamo - Laboratorio Sierologia;117MP 04/009 rev. 3
117;07/01/2013;09/01/2013;07/01/2013;09/01/2013;11/01/2013;MP 04/009 rev. 3;Anemia infettiva equina: anticorpi;Sezione di Bergamo - Laboratorio Sierologia;117MP 04/009 rev. 3
117;04/01/2013;09/01/2013;07/01/2013;09/01/2013;11/01/2013;MP 04/009 rev. 3;Anemia infettiva equina: anticorpi;Sezione di Bergamo - Laboratorio Sierologia;117MP 04/009 rev. 3
117;07/01/2013;09/01/2013;07/01/2013;09/01/2013;11/01/2013;MP 04/009 rev. 3;Anemia infettiva equina: anticorpi;Sezione di Bergamo - Laboratorio Sierologia;117MP 04/009 rev. 3
117;08/01/2013;09/01/2013;08/01/2013;09/01/2013;11/01/2013;MP 04/009 rev. 3;Anemia infettiva equina: anticorpi;Sezione di Bergamo - Laboratorio Sierologia;117MP 04/009 rev. 3
117;07/01/2013;09/01/2013;08/01/2013;09/01/2013;11/01/2013;MP 04/009 rev. 3;Anemia infettiva equina: anticorpi;Sezione di Bergamo - Laboratorio Sierologia;117MP 04/009 rev. 3
208;08/01/2013;09/01/2013;09/01/2013;14/01/2013;15/01/2013;MP 04/032 rev. 4;BHV1/Rinotracheite Infettiva Bovina:anticorpi verso gE del virus;Sezione di Bergamo - Laboratorio Sierologia;208MP 04/032 rev. 4
661;08/01/2013;09/01/2013;09/01/2013;11/01/2013;14/01/2013;MP 04/004 rev. 4;Leucosi Bovina Enzootica: anticorpi;Sezione di Bergamo - Laboratorio Sierologia;661MP 04/004 rev. 4
208;08/01/2013;09/01/2013;09/01/2013;14/01/2013;15/01/2013;MP 04/032 rev. 4;BHV1/Rinotracheite Infettiva Bovina:anticorpi verso gE del virus;Sezione di Bergamo - Laboratorio Sierologia;208MP 04/032 rev. 4
661;08/01/2013;10/01/2013;09/01/2013;11/01/2013;14/01/2013;MP 04/004 rev. 4;Leucosi Bovina Enzootica: anticorpi;Sezione di Bergamo - Laboratorio Sierologia;661MP 04/004 rev. 4
661;08/01/2013;10/01/2013;09/01/2013;11/01/2013;14/01/2013;MP 04/004 rev. 4;Leucosi Bovina Enzootica: anticorpi;Sezione di Bergamo - Laboratorio Sierologia;661MP 04/004 rev. 4
661;09/01/2013;10/01/2013;10/01/2013;11/01/2013;14/01/2013;MP 04/004 rev. 4;Leucosi Bovina Enzootica: anticorpi;Sezione di Bergamo - Laboratorio Sierologia;661MP 04/004 rev. 4
208;09/01/2013;10/01/2013;10/01/2013;14/01/2013;15/01/2013;MP 04/032 rev. 4;BHV1/Rinotracheite Infettiva Bovina:anticorpi verso gE del virus;Sezione di Bergamo - Laboratorio Sierologia;208MP 04/032 rev. 4
661;09/01/2013;10/01/2013;10/01/2013;11/01/2013;14/01/2013;MP 04/004 rev. 4;Leucosi Bovina Enzootica: anticorpi;Sezione di Bergamo - Laboratorio Sierologia;661MP 04/004 rev. 4
208;09/01/2013;10/01/2013;10/01/2013;14/01/2013;15/01/2013;MP 04/032 rev. 4;BHV1/Rinotracheite Infettiva Bovina:anticorpi verso gE del virus;Sezione di Bergamo - Laboratorio Sierologia;208MP 04/032 rev. 4
661;08/01/2013;10/01/2013;10/01/2013;11/01/2013;14/01/2013;MP 04/004 rev. 4;Leucosi Bovina Enzootica: anticorpi;Sezione di Bergamo - Laboratorio Sierologia;661MP 04/004 rev. 4
208;08/01/2013;10/01/2013;10/01/2013;14/01/2013;15/01/2013;MP 04/032 rev. 4;BHV1/Rinotracheite Infettiva Bovina:anticorpi verso gE del virus;Sezione di Bergamo - Laboratorio Sierologia;208MP 04/032 rev. 4
661;08/01/2013;10/01/2013;10/01/2013;11/01/2013;14/01/2013;MP 04/004 rev. 4;Leucosi Bovina Enzootica: anticorpi;Sezione di Bergamo - Laboratorio Sierologia;661MP 04/004 rev. 4
208;08/01/2013;11/01/2013;09/01/2013;14/01/2013;15/01/2013;MP 04/032 rev. 4;BHV1/Rinotracheite Infettiva Bovina:anticorpi verso gE del virus;Sezione di Bergamo - Laboratorio Sierologia;208MP 04/032 rev. 4
117;09/01/2013;11/01/2013;10/01/2013;14/01/2013;16/01/2013;MP 04/009 rev. 3;Anemia infettiva equina: anticorpi;Sezione di Bergamo - Laboratorio Sierologia;117MP 04/009 rev. 3
117;10/01/2013;11/01/2013;11/01/2013;14/01/2013;16/01/2013;MP 04/009 rev. 3;Anemia infettiva equina: anticorpi;Sezione di Bergamo - Laboratorio Sierologia;117MP 04/009 rev. 3
1103;11/01/2013;11/01/2013;11/01/2013;11/01/2013;14/01/2013;MP 01/119 rev. 0;Esame batteriologico latte (ricerca Stafilococco coagulasi +);Sezione di Bergamo - Laboratorio Diagnostica Generale;1103MP 01/119 rev. 0
1611;11/01/2013;11/01/2013;11/01/2013;14/01/2013;16/01/2013;MP 01/067 rev. 0;Esame batteriologico latte (agar sangue);Sezione di Bergamo - Laboratorio Diagnostica Generale;1611MP 01/067 rev. 0
1103;11/01/2013;11/01/2013;11/01/2013;14/01/2013;16/01/2013;MP 01/119 rev. 0;Esame batteriologico latte (ricerca Stafilococco coagulasi +);Sezione di Bergamo - Laboratorio Diagnostica Generale;1103MP 01/119 rev. 0
661;10/01/2013;14/01/2013;11/01/2013;14/01/2013;17/01/2013;MP 04/004 rev. 4;Leucosi Bovina Enzootica: anticorpi;Sezione di Bergamo - Laboratorio Sierologia;661MP 04/004 rev. 4
661;10/01/2013;14/01/2013;11/01/2013;14/01/2013;17/01/2013;MP 04/004 rev. 4;Leucosi Bovina Enzootica: anticorpi;Sezione di Bergamo - Laboratorio Sierologia;661MP 04/004 rev. 4
208;10/01/2013;14/01/2013;11/01/2013;14/01/2013;15/01/2013;MP 04/032 rev. 4;BHV1/Rinotracheite Infettiva Bovina:anticorpi verso gE del virus;Sezione di Bergamo - Laboratorio Sierologia;208MP 04/032 rev. 4
661;10/01/2013;14/01/2013;11/01/2013;14/01/2013;17/01/2013;MP 04/004 rev. 4;Leucosi Bovina Enzootica: anticorpi;Sezione di Bergamo - Laboratorio Sierologia;661MP 04/004 rev. 4
208;10/01/2013;14/01/2013;11/01/2013;14/01/2013;15/01/2013;MP 04/032 rev. 4;BHV1/Rinotracheite Infettiva Bovina:anticorpi verso gE del virus;Sezione di Bergamo - Laboratorio Sierologia;208MP 04/032 rev. 4
661;10/01/2013;14/01/2013;11/01/2013;14/01/2013;17/01/2013;MP 04/004 rev. 4;Leucosi Bovina Enzootica: anticorpi;Sezione di Bergamo - Laboratorio Sierologia;661MP 04/004 rev. 4
1611;14/01/2013;14/01/2013;14/01/2013;14/01/2013;16/01/2013;MP 01/067 rev. 0;Esame batteriologico latte (agar sangue);Sezione di Bergamo - Laboratorio Diagnostica Generale;1611MP 01/067 rev. 0
1103;14/01/2013;14/01/2013;14/01/2013;14/01/2013;21/01/2013;MP 01/119 rev. 0;Esame batteriologico latte (ricerca Stafilococco coagulasi +);Sezione di Bergamo - Laboratorio Diagnostica Generale;1103MP 01/119 rev. 0
661;11/01/2013;14/01/2013;14/01/2013;16/01/2013;19/01/2013;MP 04/004 rev. 4;Leucosi Bovina Enzootica: anticorpi;Sezione di Bergamo - Laboratorio Sierologia;661MP 04/004 rev. 4
208;11/01/2013;14/01/2013;14/01/2013;16/01/2013;17/01/2013;MP 04/032 rev. 4;BHV1/Rinotracheite Infettiva Bovina:anticorpi verso gE del virus;Sezione di Bergamo - Laboratorio Sierologia;208MP 04/032 rev. 4
661;11/01/2013;14/01/2013;14/01/2013;16/01/2013;19/01/2013;MP 04/004 rev. 4;Leucosi Bovina Enzootica: anticorpi;Sezione di Bergamo - Laboratorio Sierologia;661MP 04/004 rev. 4
208;11/01/2013;14/01/2013;14/01/2013;16/01/2013;17/01/2013;MP 04/032 rev. 4;BHV1/Rinotracheite Infettiva Bovina:anticorpi verso gE del virus;Sezione di Bergamo - Laboratorio Sierologia;208MP 04/032 rev. 4
661;11/01/2013;14/01/2013;14/01/2013;16/01/2013;19/01/2013;MP 04/004 rev. 4;Leucosi Bovina Enzootica: anticorpi;Sezione di Bergamo - Laboratorio Sierologia;661MP 04/004 rev. 4
208;11/01/2013;14/01/2013;14/01/2013;16/01/2013;17/01/2013;MP 04/032 rev. 4;BHV1/Rinotracheite Infettiva Bovina:anticorpi verso gE del virus;Sezione di Bergamo - Laboratorio Sierologia;208MP 04/032 rev. 4
208;14/01/2013;14/01/2013;14/01/2013;16/01/2013;17/01/2013;MP 04/032 rev. 4;BHV1/Rinotracheite Infettiva Bovina:anticorpi verso gE del virus;Sezione di Bergamo - Laboratorio Sierologia;208MP 04/032 rev. 4
1103;14/01/2013;14/01/2013;14/01/2013;14/01/2013;21/01/2013;MP 01/119 rev. 0;Esame batteriologico latte (ricerca Stafilococco coagulasi +);Sezione di Bergamo - Laboratorio Diagnostica Generale;1103MP 01/119 rev. 0
117;14/01/2013;15/01/2013;15/01/2013;15/01/2013;17/01/2013;MP 04/009 rev. 3;Anemia infettiva equina: anticorpi;Sezione di Bergamo - Laboratorio Sierologia;117MP 04/009 rev. 3
661;14/01/2013;15/01/2013;15/01/2013;16/01/2013;19/01/2013;MP 04/004 rev. 4;Leucosi Bovina Enzootica: anticorpi;Sezione di Bergamo - Laboratorio Sierologia;661MP 04/004 rev. 4
208;14/01/2013;15/01/2013;15/01/2013;16/01/2013;17/01/2013;MP 04/032 rev. 4;BHV1/Rinotracheite Infettiva Bovina:anticorpi verso gE del virus;Sezione di Bergamo - Laboratorio Sierologia;208MP 04/032 rev. 4
661;14/01/2013;15/01/2013;15/01/2013;16/01/2013;19/01/2013;MP 04/004 rev. 4;Leucosi Bovina Enzootica: anticorpi;Sezione di Bergamo - Laboratorio Sierologia;661MP 04/004 rev. 4
208;14/01/2013;15/01/2013;15/01/2013;16/01/2013;17/01/2013;MP 04/032 rev. 4;BHV1/Rinotracheite Infettiva Bovina:anticorpi verso gE del virus;Sezione di Bergamo - Laboratorio Sierologia;208MP 04/032 rev. 4
661;14/01/2013;15/01/2013;15/01/2013;16/01/2013;19/01/2013;MP 04/004 rev. 4;Leucosi Bovina Enzootica: anticorpi;Sezione di Bergamo - Laboratorio Sierologia;661MP 04/004 rev. 4
208;14/01/2013;15/01/2013;15/01/2013;16/01/2013;17/01/2013;MP 04/032 rev. 4;BHV1/Rinotracheite Infettiva Bovina:anticorpi verso gE del virus;Sezione di Bergamo - Laboratorio Sierologia;208MP 04/032 rev. 4
661;14/01/2013;15/01/2013;15/01/2013;16/01/2013;19/01/2013;MP 04/004 rev. 4;Leucosi Bovina Enzootica: anticorpi;Sezione di Bergamo - Laboratorio Sierologia;661MP 04/004 rev. 4
208;14/01/2013;15/01/2013;15/01/2013;16/01/2013;17/01/2013;MP 04/032 rev. 4;BHV1/Rinotracheite Infettiva Bovina:anticorpi verso gE del virus;Sezione di Bergamo - Laboratorio Sierologia;208MP 04/032 rev. 4
661;14/01/2013;15/01/2013;15/01/2013;16/01/2013;19/01/2013;MP 04/004 rev. 4;Leucosi Bovina Enzootica: anticorpi;Sezione di Bergamo - Laboratorio Sierologia;661MP 04/004 rev. 4
208;14/01/2013;15/01/2013;15/01/2013;16/01/2013;17/01/2013;MP 04/032 rev. 4;BHV1/Rinotracheite Infettiva Bovina:anticorpi verso gE del virus;Sezione di Bergamo - Laboratorio Sierologia;208MP 04/032 rev. 4
661;14/01/2013;15/01/2013;15/01/2013;16/01/2013;24/01/2013;MP 04/004 rev. 4;Leucosi Bovina Enzootica: anticorpi;Sezione di Bergamo - Laboratorio Sierologia;661MP 04/004 rev. 4
208;14/01/2013;15/01/2013;15/01/2013;16/01/2013;17/01/2013;MP 04/032 rev. 4;BHV1/Rinotracheite Infettiva Bovina:anticorpi verso gE del virus;Sezione di Bergamo - Laboratorio Sierologia;208MP 04/032 rev. 4
1611;16/01/2013;16/01/2013;16/01/2013;16/01/2013;18/01/2013;MP 01/067 rev. 0;Esame batteriologico latte (agar sangue);Sezione di Bergamo - Laboratorio Diagnostica Generale;1611MP 01/067 rev. 0
208;16/01/2013;16/01/2013;16/01/2013;21/01/2013;22/01/2013;MP 04/032 rev. 4;BHV1/Rinotracheite Infettiva Bovina:anticorpi verso gE del virus;Sezione di Bergamo - Laboratorio Sierologia;208MP 04/032 rev. 4
2628;16/01/2013;16/01/2013;16/01/2013;17/01/2013;17/01/2013;Non codificato;Esame anatomopatologico animali di taglia medio-grande;Sezione di Bergamo - Laboratorio Diagnostica Generale;2628Non codificato
117;16/01/2013;16/01/2013;16/01/2013;16/01/2013;18/01/2013;MP 04/009 rev. 3;Anemia infettiva equina: anticorpi;Sezione di Bergamo - Laboratorio Sierologia;117MP 04/009 rev. 3
117;15/01/2013;16/01/2013;16/01/2013;16/01/2013;18/01/2013;MP 04/009 rev. 3;Anemia infettiva equina: anticorpi;Sezione di Bergamo - Laboratorio Sierologia;117MP 04/009 rev. 3
873;16/01/2013;16/01/2013;16/01/2013;16/01/2013;16/01/2013;MP 06/010 rev. 0;Oocisti di Criptosporidi;Sezione di Bergamo - Laboratorio Diagnostica Generale;873MP 06/010 rev. 0
1103;16/01/2013;16/01/2013;16/01/2013;16/01/2013;23/01/2013;MP 01/119 rev. 0;Esame batteriologico latte (ricerca Stafilococco coagulasi +);Sezione di Bergamo - Laboratorio Diagnostica Generale;1103MP 01/119 rev. 0
1103;16/01/2013;16/01/2013;16/01/2013;16/01/2013;21/01/2013;MP 01/119 rev. 0;Esame batteriologico latte (ricerca Stafilococco coagulasi +);Sezione di Bergamo - Laboratorio Diagnostica Generale;1103MP 01/119 rev. 0
661;14/01/2013;17/01/2013;16/01/2013;18/01/2013;21/01/2013;MP 04/004 rev. 4;Leucosi Bovina Enzootica: anticorpi;Sezione di Bergamo - Laboratorio Sierologia;661MP 04/004 rev. 4
661;14/01/2013;17/01/2013;16/01/2013;18/01/2013;21/01/2013;MP 04/004 rev. 4;Leucosi Bovina Enzootica: anticorpi;Sezione di Bergamo - Laboratorio Sierologia;661MP 04/004 rev. 4
661;14/01/2013;17/01/2013;16/01/2013;18/01/2013;21/01/2013;MP 04/004 rev. 4;Leucosi Bovina Enzootica: anticorpi;Sezione di Bergamo - Laboratorio Sierologia;661MP 04/004 rev. 4
661;14/01/2013;17/01/2013;16/01/2013;18/01/2013;21/01/2013;MP 04/004 rev. 4;Leucosi Bovina Enzootica: anticorpi;Sezione di Bergamo - Laboratorio Sierologia;661MP 04/004 rev. 4
661;14/01/2013;17/01/2013;16/01/2013;18/01/2013;21/01/2013;MP 04/004 rev. 4;Leucosi Bovina Enzootica: anticorpi;Sezione di Bergamo - Laboratorio Sierologia;661MP 04/004 rev. 4
661;16/01/2013;17/01/2013;17/01/2013;18/01/2013;21/01/2013;MP 04/004 rev. 4;Leucosi Bovina Enzootica: anticorpi;Sezione di Bergamo - Laboratorio Sierologia;661MP 04/004 rev. 4
208;16/01/2013;17/01/2013;17/01/2013;21/01/2013;22/01/2013;MP 04/032 rev. 4;BHV1/Rinotracheite Infettiva Bovina:anticorpi verso gE del virus;Sezione di Bergamo - Laboratorio Sierologia;208MP 04/032 rev. 4
661;15/01/2013;17/01/2013;17/01/2013;18/01/2013;21/01/2013;MP 04/004 rev. 4;Leucosi Bovina Enzootica: anticorpi;Sezione di Bergamo - Laboratorio Sierologia;661MP 04/004 rev. 4
208;15/01/2013;17/01/2013;17/01/2013;21/01/2013;22/01/2013;MP 04/032 rev. 4;BHV1/Rinotracheite Infettiva Bovina:anticorpi verso gE del virus;Sezione di Bergamo - Laboratorio Sierologia;208MP 04/032 rev. 4
1611;16/01/2013;17/01/2013;17/01/2013;17/01/2013;19/01/2013;MP 01/067 rev. 0;Esame batteriologico latte (agar sangue);Sezione di Bergamo - Laboratorio Diagnostica Generale;1611MP 01/067 rev. 0
873;17/01/2013;17/01/2013;17/01/2013;18/01/2013;18/01/2013;MP 06/010 rev. 0;Oocisti di Criptosporidi;Sezione di Bergamo - Laboratorio Diagnostica Generale;873MP 06/010 rev. 0
117;15/01/2013;18/01/2013;17/01/2013;21/01/2013;23/01/2013;MP 04/009 rev. 3;Anemia infettiva equina: anticorpi;Sezione di Bergamo - Laboratorio Sierologia;117MP 04/009 rev. 3
117;16/01/2013;18/01/2013;17/01/2013;21/01/2013;23/01/2013;MP 04/009 rev. 3;Anemia infettiva equina: anticorpi;Sezione di Bergamo - Laboratorio Sierologia;117MP 04/009 rev. 3
117;17/01/2013;18/01/2013;17/01/2013;21/01/2013;23/01/2013;MP 04/009 rev. 3;Anemia infettiva equina: anticorpi;Sezione di Bergamo - Laboratorio Sierologia;117MP 04/009 rev. 3
117;15/01/2013;18/01/2013;17/01/2013;21/01/2013;23/01/2013;MP 04/009 rev. 3;Anemia infettiva equina: anticorpi;Sezione di Bergamo - Laboratorio Sierologia;117MP 04/009 rev. 3
117;17/01/2013;18/01/2013;17/01/2013;21/01/2013;23/01/2013;MP 04/009 rev. 3;Anemia infettiva equina: anticorpi;Sezione di Bergamo - Laboratorio Sierologia;117MP 04/009 rev. 3
1103;18/01/2013;18/01/2013;18/01/2013;18/01/2013;21/01/2013;MP 01/119 rev. 0;Esame batteriologico latte (ricerca Stafilococco coagulasi +);Sezione di Bergamo - Laboratorio Diagnostica Generale;1103MP 01/119 rev. 0
2938;14/01/2013;16/01/2013;15/01/2013;15/01/2013;16/01/2013;MP 06/001 rev. 5;Trichinella (suidi mac.industriale);Sezione di Bergamo - Laboratorio Diagnostica Generale;2938MP 06/001 rev. 5
2938;14/01/2013;16/01/2013;15/01/2013;15/01/2013;16/01/2013;MP 06/001 rev. 5;Trichinella (suidi mac.industriale);Sezione di Bergamo - Laboratorio Diagnostica Generale;2938MP 06/001 rev. 5
2938;14/01/2013;16/01/2013;15/01/2013;15/01/2013;16/01/2013;MP 06/001 rev. 5;Trichinella (suidi mac.industriale);Sezione di Bergamo - Laboratorio Diagnostica Generale;2938MP 06/001 rev. 5
2938;11/01/2013;16/01/2013;15/01/2013;15/01/2013;16/01/2013;MP 06/001 rev. 5;Trichinella (suidi mac.industriale);Sezione di Bergamo - Laboratorio Diagnostica Generale;2938MP 06/001 rev. 5
2938;14/01/2013;16/01/2013;15/01/2013;15/01/2013;16/01/2013;MP 06/001 rev. 5;Trichinella (suidi mac.industriale);Sezione di Bergamo - Laboratorio Diagnostica Generale;2938MP 06/001 rev. 5
2938;14/01/2013;16/01/2013;15/01/2013;15/01/2013;16/01/2013;MP 06/001 rev. 5;Trichinella (suidi mac.industriale);Sezione di Bergamo - Laboratorio Diagnostica Generale;2938MP 06/001 rev. 5
2938;15/01/2013;16/01/2013;15/01/2013;15/01/2013;16/01/2013;MP 06/001 rev. 5;Trichinella (suidi mac.industriale);Sezione di Bergamo - Laboratorio Diagnostica Generale;2938MP 06/001 rev. 5
2938;11/01/2013;16/01/2013;15/01/2013;15/01/2013;16/01/2013;MP 06/001 rev. 5;Trichinella (suidi mac.industriale);Sezione di Bergamo - Laboratorio Diagnostica Generale;2938MP 06/001 rev. 5
2938;15/01/2013;16/01/2013;15/01/2013;15/01/2013;16/01/2013;MP 06/001 rev. 5;Trichinella (suidi mac.industriale);Sezione di Bergamo - Laboratorio Diagnostica Generale;2938MP 06/001 rev. 5
2938;11/01/2013;16/01/2013;15/01/2013;15/01/2013;16/01/2013;MP 06/001 rev. 5;Trichinella (suidi mac.industriale);Sezione di Bergamo - Laboratorio Diagnostica Generale;2938MP 06/001 rev. 5
2938;15/01/2013;16/01/2013;16/01/2013;16/01/2013;16/01/2013;MP 06/001 rev. 5;Trichinella (suidi mac.industriale);Sezione di Bergamo - Laboratorio Diagnostica Generale;2938MP 06/001 rev. 5
2938;15/01/2013;16/01/2013;16/01/2013;16/01/2013;16/01/2013;MP 06/001 rev. 5;Trichinella (suidi mac.industriale);Sezione di Bergamo - Laboratorio Diagnostica Generale;2938MP 06/001 rev. 5
